  0%|                                                            | 0/1280 [00:00<?, ?it/s]/opt/conda/lib/python3.11/site-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
                                                                                          
{'loss': 1.4085, 'grad_norm': 0.14525796473026276, 'learning_rate': 0.0, 'epoch': 0.0}
{'loss': 1.0725, 'grad_norm': 0.04598367214202881, 'learning_rate': 0.0009522733063596945, 'epoch': 0.17}
{'loss': 1.1179, 'grad_norm': 0.043873317539691925, 'learning_rate': 0.0009517321737058556, 'epoch': 0.17}
{'loss': 1.1329, 'grad_norm': 0.04684977978467941, 'learning_rate': 0.0009511881461293026, 'epoch': 0.17}
{'loss': 1.1262, 'grad_norm': 0.0450952984392643, 'learning_rate': 0.0009506412271164324, 'epoch': 0.17}
{'loss': 1.1153, 'grad_norm': 0.04398421570658684, 'learning_rate': 0.0009500914201721723, 'epoch': 0.17}
[2026-02-12 15:12:10,393] [WARNING] [stage3.py:2274:step] 1 pytorch allocator cache flushes since last step. this happens when there is high memory pressure and is detrimental to performance. if this is happening frequently consider adjusting settings to reduce memory consumption. If you are unable to make the cache flushes go away consider adding get_accelerator().empty_cache() calls in your training loop to ensure that all ranks flush their caches at the same time
{'loss': 1.0811, 'grad_norm': 0.04660639539361, 'learning_rate': 0.0009495387288199562, 'epoch': 0.17}
{'loss': 1.1104, 'grad_norm': 0.04747840389609337, 'learning_rate': 0.0009489831566017031, 'epoch': 0.17}
{'loss': 1.1226, 'grad_norm': 0.04365747421979904, 'learning_rate': 0.000948424707077794, 'epoch': 0.17}
{'loss': 1.0988, 'grad_norm': 0.04181571677327156, 'learning_rate': 0.0009478633838270494, 'epoch': 0.17}
{'loss': 1.152, 'grad_norm': 0.045543935149908066, 'learning_rate': 0.0009472991904467053, 'epoch': 0.17}
{'loss': 1.1058, 'grad_norm': 0.041695836931467056, 'learning_rate': 0.0009467321305523914, 'epoch': 0.18}
{'loss': 1.1502, 'grad_norm': 0.045527998358011246, 'learning_rate': 0.0009461622077781074, 'epoch': 0.18}
{'loss': 1.129, 'grad_norm': 0.045170459896326065, 'learning_rate': 0.0009455894257761999, 'epoch': 0.18}
{'loss': 1.1101, 'grad_norm': 0.04310286417603493, 'learning_rate': 0.0009450137882173384, 'epoch': 0.18}
[2026-02-12 15:16:54,992] [WARNING] [stage3.py:2274:step] 1 pytorch allocator cache flushes since last step. this happens when there is high memory pressure and is detrimental to performance. if this is happening frequently consider adjusting settings to reduce memory consumption. If you are unable to make the cache flushes go away consider adding get_accelerator().empty_cache() calls in your training loop to ensure that all ranks flush their caches at the same time
{'loss': 1.107, 'grad_norm': 0.04539281129837036, 'learning_rate': 0.0009444352987904925, 'epoch': 0.18}
{'loss': 1.0988, 'grad_norm': 0.0438489206135273, 'learning_rate': 0.0009438539612029082, 'epoch': 0.18}
{'loss': 1.1248, 'grad_norm': 0.045695338398218155, 'learning_rate': 0.0009432697791800834, 'epoch': 0.18}
{'loss': 1.1228, 'grad_norm': 0.046761345118284225, 'learning_rate': 0.000942682756465745, 'epoch': 0.18}
{'loss': 1.0868, 'grad_norm': 0.04446038976311684, 'learning_rate': 0.000942092896821824, 'epoch': 0.18}
{'loss': 1.0977, 'grad_norm': 0.04852927476167679, 'learning_rate': 0.0009415002040284323, 'epoch': 0.18}
{'loss': 1.1195, 'grad_norm': 0.043453607708215714, 'learning_rate': 0.000940904681883838, 'epoch': 0.18}
{'loss': 1.0958, 'grad_norm': 0.04497583955526352, 'learning_rate': 0.0009403063342044407, 'epoch': 0.18}
{'loss': 1.1306, 'grad_norm': 0.04603879526257515, 'learning_rate': 0.0009397051648247477, 'epoch': 0.18}
{'loss': 1.1363, 'grad_norm': 0.04903731867671013, 'learning_rate': 0.0009391011775973491, 'epoch': 0.19}
{'loss': 1.0892, 'grad_norm': 0.041894178837537766, 'learning_rate': 0.0009384943763928929, 'epoch': 0.19}
{'loss': 1.1484, 'grad_norm': 0.04746267944574356, 'learning_rate': 0.000937884765100061, 'epoch': 0.19}
{'loss': 1.1184, 'grad_norm': 0.04576091840863228, 'learning_rate': 0.0009372723476255433, 'epoch': 0.19}
{'loss': 1.1337, 'grad_norm': 0.04474441334605217, 'learning_rate': 0.0009366571278940133, 'epoch': 0.19}
{'loss': 1.1622, 'grad_norm': 0.049786169081926346, 'learning_rate': 0.0009360391098481027, 'epoch': 0.19}
{'loss': 1.1468, 'grad_norm': 0.04757436364889145, 'learning_rate': 0.0009354182974483761, 'epoch': 0.19}
[2026-02-12 15:25:24,931] [WARNING] [stage3.py:2274:step] 1 pytorch allocator cache flushes since last step. this happens when there is high memory pressure and is detrimental to performance. if this is happening frequently consider adjusting settings to reduce memory consumption. If you are unable to make the cache flushes go away consider adding get_accelerator().empty_cache() calls in your training loop to ensure that all ranks flush their caches at the same time
{'loss': 1.0728, 'grad_norm': 0.04859788715839386, 'learning_rate': 0.0009347946946733055, 'epoch': 0.19}
{'loss': 1.1188, 'grad_norm': 0.047111671417951584, 'learning_rate': 0.0009341683055192456, 'epoch': 0.19}
{'loss': 1.0979, 'grad_norm': 0.04979544132947922, 'learning_rate': 0.0009335391340004072, 'epoch': 0.19}
{'loss': 1.1619, 'grad_norm': 0.04284645617008209, 'learning_rate': 0.0009329071841488317, 'epoch': 0.19}
{'loss': 1.144, 'grad_norm': 0.04466859996318817, 'learning_rate': 0.0009322724600143657, 'epoch': 0.19}
{'loss': 1.1216, 'grad_norm': 0.04061310365796089, 'learning_rate': 0.000931634965664635, 'epoch': 0.19}
[2026-02-12 15:28:38,644] [WARNING] [stage3.py:2274:step] 1 pytorch allocator cache flushes since last step. this happens when there is high memory pressure and is detrimental to performance. if this is happening frequently consider adjusting settings to reduce memory consumption. If you are unable to make the cache flushes go away consider adding get_accelerator().empty_cache() calls in your training loop to ensure that all ranks flush their caches at the same time
{'loss': 1.1015, 'grad_norm': 0.043560199439525604, 'learning_rate': 0.0009309947051850176, 'epoch': 0.2}
{'loss': 1.1015, 'grad_norm': 0.04483082517981529, 'learning_rate': 0.0009303516826786189, 'epoch': 0.2}
{'loss': 1.0963, 'grad_norm': 0.04452795162796974, 'learning_rate': 0.0009297059022662444, 'epoch': 0.2}
{'loss': 1.1067, 'grad_norm': 0.0460420586168766, 'learning_rate': 0.0009290573680863738, 'epoch': 0.2}
{'loss': 1.095, 'grad_norm': 0.04422234371304512, 'learning_rate': 0.000928406084295134, 'epoch': 0.2}
{'loss': 1.144, 'grad_norm': 0.047555651515722275, 'learning_rate': 0.0009277520550662733, 'epoch': 0.2}
{'loss': 1.1267, 'grad_norm': 0.04326023906469345, 'learning_rate': 0.0009270952845911334, 'epoch': 0.2}
{'loss': 1.1584, 'grad_norm': 0.043762605637311935, 'learning_rate': 0.0009264357770786236, 'epoch': 0.2}
{'loss': 1.0936, 'grad_norm': 0.04926564544439316, 'learning_rate': 0.0009257735367551941, 'epoch': 0.2}
{'loss': 1.1349, 'grad_norm': 0.046485286206007004, 'learning_rate': 0.0009251085678648072, 'epoch': 0.2}
{'loss': 1.1145, 'grad_norm': 0.0475323386490345, 'learning_rate': 0.0009244408746689118, 'epoch': 0.2}
{'loss': 1.1112, 'grad_norm': 0.04472234845161438, 'learning_rate': 0.0009237704614464157, 'epoch': 0.2}
{'loss': 1.0735, 'grad_norm': 0.04312114790081978, 'learning_rate': 0.0009230973324936574, 'epoch': 0.2}
{'loss': 1.1307, 'grad_norm': 0.045904576778411865, 'learning_rate': 0.0009224214921243795, 'epoch': 0.21}
{'loss': 1.133, 'grad_norm': 0.044586509466171265, 'learning_rate': 0.0009217429446697008, 'epoch': 0.21}
{'loss': 1.1121, 'grad_norm': 0.04571153223514557, 'learning_rate': 0.0009210616944780882, 'epoch': 0.21}
{'loss': 1.0979, 'grad_norm': 0.04520536586642265, 'learning_rate': 0.0009203777459153291, 'epoch': 0.21}
{'loss': 1.0927, 'grad_norm': 0.04069983959197998, 'learning_rate': 0.0009196911033645034, 'epoch': 0.21}
{'loss': 1.119, 'grad_norm': 0.04262722656130791, 'learning_rate': 0.0009190017712259557, 'epoch': 0.21}
{'loss': 1.1259, 'grad_norm': 0.0412149541079998, 'learning_rate': 0.0009183097539172664, 'epoch': 0.21}
[2026-02-12 15:39:16,755] [WARNING] [stage3.py:2274:step] 1 pytorch allocator cache flushes since last step. this happens when there is high memory pressure and is detrimental to performance. if this is happening frequently consider adjusting settings to reduce memory consumption. If you are unable to make the cache flushes go away consider adding get_accelerator().empty_cache() calls in your training loop to ensure that all ranks flush their caches at the same time
{'loss': 1.1318, 'grad_norm': 0.044003408402204514, 'learning_rate': 0.0009176150558732237, 'epoch': 0.21}
{'loss': 1.0848, 'grad_norm': 0.047138359397649765, 'learning_rate': 0.0009169176815457958, 'epoch': 0.21}
{'loss': 1.1131, 'grad_norm': 0.04262540861964226, 'learning_rate': 0.0009162176354041016, 'epoch': 0.21}
{'loss': 1.0791, 'grad_norm': 0.041158128529787064, 'learning_rate': 0.0009155149219343821, 'epoch': 0.21}
{'loss': 1.1161, 'grad_norm': 0.0611238032579422, 'learning_rate': 0.000914809545639972, 'epoch': 0.21}
{'loss': 1.0633, 'grad_norm': 0.04123859852552414, 'learning_rate': 0.0009141015110412711, 'epoch': 0.21}
{'loss': 1.0963, 'grad_norm': 0.04822099208831787, 'learning_rate': 0.0009133908226757142, 'epoch': 0.22}
{'loss': 1.1408, 'grad_norm': 0.043635956943035126, 'learning_rate': 0.0009126774850977431, 'epoch': 0.22}
{'loss': 1.1196, 'grad_norm': 0.047287456691265106, 'learning_rate': 0.0009119615028787771, 'epoch': 0.22}
{'loss': 1.1211, 'grad_norm': 0.042704902589321136, 'learning_rate': 0.0009112428806071838, 'epoch': 0.22}
{'loss': 1.0904, 'grad_norm': 0.048279888927936554, 'learning_rate': 0.0009105216228882491, 'epoch': 0.22}
{'loss': 1.1115, 'grad_norm': 0.04393904283642769, 'learning_rate': 0.0009097977343441486, 'epoch': 0.22}
{'loss': 1.1366, 'grad_norm': 0.04259323701262474, 'learning_rate': 0.0009090712196139172, 'epoch': 0.22}
{'loss': 1.1263, 'grad_norm': 0.04312712699174881, 'learning_rate': 0.0009083420833534202, 'epoch': 0.22}
{'loss': 1.0954, 'grad_norm': 0.044007208198308945, 'learning_rate': 0.0009076103302353223, 'epoch': 0.22}
{'loss': 1.1358, 'grad_norm': 0.04096541926264763, 'learning_rate': 0.0009068759649490585, 'epoch': 0.22}
{'loss': 1.0937, 'grad_norm': 0.04723310098052025, 'learning_rate': 0.0009061389922008043, 'epoch': 0.22}
{'loss': 1.1235, 'grad_norm': 0.04728022217750549, 'learning_rate': 0.0009053994167134449, 'epoch': 0.22}
{'loss': 1.0686, 'grad_norm': 0.04569670557975769, 'learning_rate': 0.0009046572432265445, 'epoch': 0.23}
{'loss': 1.127, 'grad_norm': 0.04569627344608307, 'learning_rate': 0.0009039124764963175, 'epoch': 0.23}
{'loss': 1.1332, 'grad_norm': 0.04329643398523331, 'learning_rate': 0.0009031651212955967, 'epoch': 0.23}
{'loss': 1.14, 'grad_norm': 0.043570198118686676, 'learning_rate': 0.0009024151824138029, 'epoch': 0.23}
{'loss': 1.1521, 'grad_norm': 0.04443454369902611, 'learning_rate': 0.0009016626646569145, 'epoch': 0.23}
{'loss': 1.1212, 'grad_norm': 0.04325805604457855, 'learning_rate': 0.0009009075728474369, 'epoch': 0.23}
[2026-02-12 15:52:00,593] [WARNING] [stage3.py:2274:step] 1 pytorch allocator cache flushes since last step. this happens when there is high memory pressure and is detrimental to performance. if this is happening frequently consider adjusting settings to reduce memory consumption. If you are unable to make the cache flushes go away consider adding get_accelerator().empty_cache() calls in your training loop to ensure that all ranks flush their caches at the same time
{'loss': 1.1429, 'grad_norm': 0.04542642831802368, 'learning_rate': 0.000900149911824371, 'epoch': 0.23}
{'loss': 1.0975, 'grad_norm': 0.04536924883723259, 'learning_rate': 0.0008993896864431826, 'epoch': 0.23}
{'loss': 1.1281, 'grad_norm': 0.04358229786157608, 'learning_rate': 0.0008986269015757709, 'epoch': 0.23}
{'loss': 1.074, 'grad_norm': 0.04299919307231903, 'learning_rate': 0.000897861562110438, 'epoch': 0.23}
[2026-02-12 15:54:11,195] [WARNING] [stage3.py:2274:step] 1 pytorch allocator cache flushes since last step. this happens when there is high memory pressure and is detrimental to performance. if this is happening frequently consider adjusting settings to reduce memory consumption. If you are unable to make the cache flushes go away consider adding get_accelerator().empty_cache() calls in your training loop to ensure that all ranks flush their caches at the same time
{'loss': 1.0949, 'grad_norm': 0.04798588156700134, 'learning_rate': 0.0008970936729518571, 'epoch': 0.23}
{'loss': 1.1528, 'grad_norm': 0.04212126508355141, 'learning_rate': 0.0008963232390210406, 'epoch': 0.23}
{'loss': 1.1105, 'grad_norm': 0.043460626155138016, 'learning_rate': 0.0008955502652553093, 'epoch': 0.23}
  warnings.warn(                                                                          
{'eval_loss': 1.1138627529144287, 'eval_runtime': 2516.9067, 'eval_samples_per_second': 3.616, 'eval_steps_per_second': 0.904, 'epoch': 0.23}
[2026-02-12 16:38:09,184] [WARNING] [stage3.py:2274:step] 4 pytorch allocator cache flushes since last step. this happens when there is high memory pressure and is detrimental to performance. if this is happening frequently consider adjusting settings to reduce memory consumption. If you are unable to make the cache flushes go away consider adding get_accelerator().empty_cache() calls in your training loop to ensure that all ranks flush their caches at the same time
                                                                                          
{'loss': 1.0496, 'grad_norm': 0.045367274433374405, 'learning_rate': 0.0008947747566082609, 'epoch': 0.24}
{'loss': 1.1479, 'grad_norm': 0.05180304870009422, 'learning_rate': 0.0008939967180497375, 'epoch': 0.24}
{'loss': 1.0891, 'grad_norm': 0.04036010429263115, 'learning_rate': 0.0008932161545657939, 'epoch': 0.24}
{'loss': 1.1658, 'grad_norm': 0.04363679885864258, 'learning_rate': 0.0008924330711586663, 'epoch': 0.24}
{'loss': 1.1222, 'grad_norm': 0.04408365115523338, 'learning_rate': 0.0008916474728467398, 'epoch': 0.24}
{'loss': 1.1063, 'grad_norm': 0.04591919481754303, 'learning_rate': 0.0008908593646645158, 'epoch': 0.24}
{'loss': 1.0996, 'grad_norm': 0.04577382653951645, 'learning_rate': 0.0008900687516625809, 'epoch': 0.24}
{'loss': 1.0626, 'grad_norm': 0.04250028356909752, 'learning_rate': 0.0008892756389075729, 'epoch': 0.24}
{'loss': 1.1212, 'grad_norm': 0.04219682142138481, 'learning_rate': 0.0008884800314821502, 'epoch': 0.24}
{'loss': 1.0848, 'grad_norm': 0.043296221643686295, 'learning_rate': 0.0008876819344849575, 'epoch': 0.24}
{'loss': 1.113, 'grad_norm': 0.04289786517620087, 'learning_rate': 0.0008868813530305945, 'epoch': 0.24}
{'loss': 1.1419, 'grad_norm': 0.0495632141828537, 'learning_rate': 0.0008860782922495822, 'epoch': 0.24}
{'loss': 1.0788, 'grad_norm': 0.046574678272008896, 'learning_rate': 0.0008852727572883303, 'epoch': 0.24}
[2026-02-12 16:45:08,769] [WARNING] [stage3.py:2274:step] 1 pytorch allocator cache flushes since last step. this happens when there is high memory pressure and is detrimental to performance. if this is happening frequently consider adjusting settings to reduce memory consumption. If you are unable to make the cache flushes go away consider adding get_accelerator().empty_cache() calls in your training loop to ensure that all ranks flush their caches at the same time
{'loss': 1.1168, 'grad_norm': 0.044820211827754974, 'learning_rate': 0.0008844647533091046, 'epoch': 0.25}
{'loss': 1.1298, 'grad_norm': 0.057850323617458344, 'learning_rate': 0.0008836542854899933, 'epoch': 0.25}
{'loss': 1.121, 'grad_norm': 0.04177543893456459, 'learning_rate': 0.000882841359024874, 'epoch': 0.25}
{'loss': 1.1249, 'grad_norm': 0.04468989744782448, 'learning_rate': 0.000882025979123381, 'epoch': 0.25}
{'loss': 1.0995, 'grad_norm': 0.05026542395353317, 'learning_rate': 0.0008812081510108709, 'epoch': 0.25}
{'loss': 1.1116, 'grad_norm': 0.04825937747955322, 'learning_rate': 0.00088038787992839, 'epoch': 0.25}
{'loss': 1.1799, 'grad_norm': 0.05028427019715309, 'learning_rate': 0.0008795651711326401, 'epoch': 0.25}
{'loss': 1.1085, 'grad_norm': 0.04363686591386795, 'learning_rate': 0.0008787400298959453, 'epoch': 0.25}
{'loss': 1.1056, 'grad_norm': 0.04210366681218147, 'learning_rate': 0.0008779124615062179, 'epoch': 0.25}
{'loss': 1.0936, 'grad_norm': 0.042211972177028656, 'learning_rate': 0.0008770824712669245, 'epoch': 0.25}
{'loss': 1.1223, 'grad_norm': 0.04308945685625076, 'learning_rate': 0.0008762500644970521, 'epoch': 0.25}
{'loss': 1.1215, 'grad_norm': 0.04643673822283745, 'learning_rate': 0.0008754152465310742, 'epoch': 0.25}
{'loss': 1.0951, 'grad_norm': 0.04158230125904083, 'learning_rate': 0.0008745780227189166, 'epoch': 0.25}
{'loss': 1.0729, 'grad_norm': 0.04432596638798714, 'learning_rate': 0.0008737383984259222, 'epoch': 0.26}
{'loss': 1.1006, 'grad_norm': 0.043139051645994186, 'learning_rate': 0.0008728963790328182, 'epoch': 0.26}
{'loss': 1.1012, 'grad_norm': 0.04224714636802673, 'learning_rate': 0.0008720519699356804, 'epoch': 0.26}
{'loss': 1.0599, 'grad_norm': 0.0436948761343956, 'learning_rate': 0.0008712051765458988, 'epoch': 0.26}
{'loss': 1.1357, 'grad_norm': 0.04550696909427643, 'learning_rate': 0.0008703560042901436, 'epoch': 0.26}
{'loss': 1.1292, 'grad_norm': 0.04638385400176048, 'learning_rate': 0.0008695044586103295, 'epoch': 0.26}
{'loss': 1.1138, 'grad_norm': 0.04616260528564453, 'learning_rate': 0.0008686505449635817, 'epoch': 0.26}
{'loss': 1.093, 'grad_norm': 0.043126191943883896, 'learning_rate': 0.0008677942688222003, 'epoch': 0.26}
{'loss': 1.0642, 'grad_norm': 0.05392177775502205, 'learning_rate': 0.0008669356356736253, 'epoch': 0.26}
{'loss': 1.0689, 'grad_norm': 0.04437852278351784, 'learning_rate': 0.0008660746510204016, 'epoch': 0.26}
{'loss': 1.0626, 'grad_norm': 0.04108947142958641, 'learning_rate': 0.0008652113203801439, 'epoch': 0.26}
{'loss': 1.1304, 'grad_norm': 0.041119981557130814, 'learning_rate': 0.0008643456492855011, 'epoch': 0.26}
{'loss': 1.1261, 'grad_norm': 0.044606368988752365, 'learning_rate': 0.0008634776432841206, 'epoch': 0.26}
{'loss': 1.0941, 'grad_norm': 0.04910388961434364, 'learning_rate': 0.0008626073079386135, 'epoch': 0.27}
{'loss': 1.0879, 'grad_norm': 0.04316802695393562, 'learning_rate': 0.0008617346488265179, 'epoch': 0.27}
{'loss': 1.161, 'grad_norm': 0.04207213968038559, 'learning_rate': 0.0008608596715402643, 'epoch': 0.27}
{'loss': 1.1284, 'grad_norm': 0.04185401275753975, 'learning_rate': 0.0008599823816871392, 'epoch': 0.27}
[2026-02-12 17:00:58,478] [WARNING] [stage3.py:2274:step] 1 pytorch allocator cache flushes since last step. this happens when there is high memory pressure and is detrimental to performance. if this is happening frequently consider adjusting settings to reduce memory consumption. If you are unable to make the cache flushes go away consider adding get_accelerator().empty_cache() calls in your training loop to ensure that all ranks flush their caches at the same time
{'loss': 1.1012, 'grad_norm': 0.04239743575453758, 'learning_rate': 0.0008591027848892486, 'epoch': 0.27}
{'loss': 1.1136, 'grad_norm': 0.04340267553925514, 'learning_rate': 0.0008582208867834828, 'epoch': 0.27}
{'loss': 1.091, 'grad_norm': 0.0444689579308033, 'learning_rate': 0.0008573366930214806, 'epoch': 0.27}
[2026-02-12 17:02:38,297] [WARNING] [stage3.py:2274:step] 1 pytorch allocator cache flushes since last step. this happens when there is high memory pressure and is detrimental to performance. if this is happening frequently consider adjusting settings to reduce memory consumption. If you are unable to make the cache flushes go away consider adding get_accelerator().empty_cache() calls in your training loop to ensure that all ranks flush their caches at the same time
{'loss': 1.0999, 'grad_norm': 0.043401192873716354, 'learning_rate': 0.0008564502092695915, 'epoch': 0.27}
{'loss': 1.1626, 'grad_norm': 0.04261866584420204, 'learning_rate': 0.0008555614412088413, 'epoch': 0.27}
{'loss': 1.1281, 'grad_norm': 0.03974921256303787, 'learning_rate': 0.0008546703945348939, 'epoch': 0.27}
{'loss': 1.1025, 'grad_norm': 0.04562612995505333, 'learning_rate': 0.0008537770749580167, 'epoch': 0.27}
{'loss': 1.0727, 'grad_norm': 0.043216805905103683, 'learning_rate': 0.000852881488203042, 'epoch': 0.27}
{'loss': 1.0926, 'grad_norm': 0.043227747082710266, 'learning_rate': 0.0008519836400093319, 'epoch': 0.28}
{'loss': 1.1259, 'grad_norm': 0.04496719688177109, 'learning_rate': 0.0008510835361307407, 'epoch': 0.28}
{'loss': 1.1771, 'grad_norm': 0.04188637062907219, 'learning_rate': 0.0008501811823355785, 'epoch': 0.28}
{'loss': 1.104, 'grad_norm': 0.039744000881910324, 'learning_rate': 0.0008492765844065735, 'epoch': 0.28}
{'loss': 1.1519, 'grad_norm': 0.043959494680166245, 'learning_rate': 0.0008483697481408357, 'epoch': 0.28}
{'loss': 1.1634, 'grad_norm': 0.04622823745012283, 'learning_rate': 0.0008474606793498194, 'epoch': 0.28}
[2026-02-12 17:08:32,019] [WARNING] [stage3.py:2274:step] 2 pytorch allocator cache flushes since last step. this happens when there is high memory pressure and is detrimental to performance. if this is happening frequently consider adjusting settings to reduce memory consumption. If you are unable to make the cache flushes go away consider adding get_accelerator().empty_cache() calls in your training loop to ensure that all ranks flush their caches at the same time
{'loss': 1.1324, 'grad_norm': 0.04164902865886688, 'learning_rate': 0.0008465493838592864, 'epoch': 0.28}
{'loss': 1.1427, 'grad_norm': 0.04349104315042496, 'learning_rate': 0.0008456358675092677, 'epoch': 0.28}
{'loss': 1.1402, 'grad_norm': 0.04328116029500961, 'learning_rate': 0.0008447201361540268, 'epoch': 0.28}
{'loss': 1.1182, 'grad_norm': 0.0415923148393631, 'learning_rate': 0.0008438021956620226, 'epoch': 0.28}
{'loss': 1.0912, 'grad_norm': 0.04107542335987091, 'learning_rate': 0.0008428820519158702, 'epoch': 0.28}
{'loss': 1.1588, 'grad_norm': 0.045107606798410416, 'learning_rate': 0.0008419597108123054, 'epoch': 0.28}
{'loss': 1.1432, 'grad_norm': 0.04700423404574394, 'learning_rate': 0.0008410351782621448, 'epoch': 0.28}
{'loss': 1.1109, 'grad_norm': 0.04426975175738335, 'learning_rate': 0.0008401084601902495, 'epoch': 0.29}
{'loss': 1.1047, 'grad_norm': 0.041260335594415665, 'learning_rate': 0.0008391795625354863, 'epoch': 0.29}
{'loss': 1.0798, 'grad_norm': 0.04177699610590935, 'learning_rate': 0.0008382484912506897, 'epoch': 0.29}
{'loss': 1.144, 'grad_norm': 0.04440201073884964, 'learning_rate': 0.0008373152523026239, 'epoch': 0.29}
{'loss': 1.1337, 'grad_norm': 0.04663730785250664, 'learning_rate': 0.000836379851671945, 'epoch': 0.29}
{'loss': 1.1499, 'grad_norm': 0.045468851923942566, 'learning_rate': 0.0008354422953531618, 'epoch': 0.29}
{'loss': 1.1009, 'grad_norm': 0.04197534918785095, 'learning_rate': 0.0008345025893545974, 'epoch': 0.29}
{'loss': 1.1739, 'grad_norm': 0.04672543704509735, 'learning_rate': 0.0008335607396983525, 'epoch': 0.29}
{'loss': 1.1243, 'grad_norm': 0.044642478227615356, 'learning_rate': 0.0008326167524202637, 'epoch': 0.29}
[2026-02-12 17:17:01,142] [WARNING] [stage3.py:2274:step] 1 pytorch allocator cache flushes since last step. this happens when there is high memory pressure and is detrimental to performance. if this is happening frequently consider adjusting settings to reduce memory consumption. If you are unable to make the cache flushes go away consider adding get_accelerator().empty_cache() calls in your training loop to ensure that all ranks flush their caches at the same time
{'loss': 1.0593, 'grad_norm': 0.0413404256105423, 'learning_rate': 0.0008316706335698679, 'epoch': 0.29}
{'loss': 1.1319, 'grad_norm': 0.043185628950595856, 'learning_rate': 0.0008307223892103612, 'epoch': 0.29}
{'loss': 1.1019, 'grad_norm': 0.04755757376551628, 'learning_rate': 0.0008297720254185619, 'epoch': 0.29}
{'loss': 1.126, 'grad_norm': 0.046623654663562775, 'learning_rate': 0.0008288195482848701, 'epoch': 0.29}
{'loss': 1.1326, 'grad_norm': 0.0436004176735878, 'learning_rate': 0.0008278649639132292, 'epoch': 0.3}
{'loss': 1.0794, 'grad_norm': 0.04304179176688194, 'learning_rate': 0.0008269082784210871, 'epoch': 0.3}
{'loss': 1.0995, 'grad_norm': 0.045555971562862396, 'learning_rate': 0.0008259494979393563, 'epoch': 0.3}
{'loss': 1.1114, 'grad_norm': 0.04861845448613167, 'learning_rate': 0.0008249886286123758, 'epoch': 0.3}
{'loss': 1.126, 'grad_norm': 0.04160613194108009, 'learning_rate': 0.00082402567659787, 'epoch': 0.3}
{'loss': 1.0813, 'grad_norm': 0.04269518703222275, 'learning_rate': 0.0008230606480669109, 'epoch': 0.3}
{'loss': 1.1351, 'grad_norm': 0.0462222546339035, 'learning_rate': 0.0008220935492038777, 'epoch': 0.3}
{'loss': 1.0819, 'grad_norm': 0.039791811257600784, 'learning_rate': 0.000821124386206417, 'epoch': 0.3}
{'loss': 1.0818, 'grad_norm': 0.042334191501140594, 'learning_rate': 0.0008201531652854039, 'epoch': 0.3}
{'loss': 1.0928, 'grad_norm': 0.04555753618478775, 'learning_rate': 0.000819179892664901, 'epoch': 0.3}
{'loss': 1.1025, 'grad_norm': 0.04687219485640526, 'learning_rate': 0.0008182045745821198, 'epoch': 0.3}
{'loss': 1.0659, 'grad_norm': 0.042310964316129684, 'learning_rate': 0.0008172272172873799, 'epoch': 0.3}
{'loss': 1.1591, 'grad_norm': 0.046114515513181686, 'learning_rate': 0.0008162478270440692, 'epoch': 0.3}
[2026-02-12 17:26:05,592] [WARNING] [stage3.py:2274:step] 2 pytorch allocator cache flushes since last step. this happens when there is high memory pressure and is detrimental to performance. if this is happening frequently consider adjusting settings to reduce memory consumption. If you are unable to make the cache flushes go away consider adding get_accelerator().empty_cache() calls in your training loop to ensure that all ranks flush their caches at the same time
{'loss': 1.1094, 'grad_norm': 0.0450933538377285, 'learning_rate': 0.0008152664101286039, 'epoch': 0.31}
{'loss': 1.1173, 'grad_norm': 0.0409008264541626, 'learning_rate': 0.0008142829728303876, 'epoch': 0.31}
{'loss': 1.1691, 'grad_norm': 0.04555090516805649, 'learning_rate': 0.0008132975214517722, 'epoch': 0.31}
{'loss': 1.1133, 'grad_norm': 0.04296165704727173, 'learning_rate': 0.0008123100623080163, 'epoch': 0.31}
{'loss': 1.0749, 'grad_norm': 0.047884758561849594, 'learning_rate': 0.0008113206017272455, 'epoch': 0.31}
{'loss': 1.1242, 'grad_norm': 0.044054772704839706, 'learning_rate': 0.0008103291460504116, 'epoch': 0.31}
{'loss': 1.1026, 'grad_norm': 0.03992452844977379, 'learning_rate': 0.0008093357016312517, 'epoch': 0.31}
{'loss': 1.0831, 'grad_norm': 0.040948327630758286, 'learning_rate': 0.0008083402748362483, 'epoch': 0.31}
{'loss': 1.1158, 'grad_norm': 0.042954131960868835, 'learning_rate': 0.0008073428720445871, 'epoch': 0.31}
{'loss': 1.12, 'grad_norm': 0.04099932685494423, 'learning_rate': 0.0008063434996481179, 'epoch': 0.31}
{'loss': 1.1463, 'grad_norm': 0.04440918564796448, 'learning_rate': 0.0008053421640513118, 'epoch': 0.31}
{'loss': 1.0979, 'grad_norm': 0.04358379915356636, 'learning_rate': 0.0008043388716712218, 'epoch': 0.31}
{'loss': 1.1103, 'grad_norm': 0.04039905592799187, 'learning_rate': 0.0008033336289374407, 'epoch': 0.31}
